日期,沿海六大电库存,日耗,存煤可用天数
2018-07-17,1526.55,72.5,21.06
2018-07-18,1534.24,73.33,20.92
2018-07-19,1535.68,78.83,19.48
2018-07-20,1518.92,79.22,19.17
2018-07-21,1542.92,82.53,18.7
2018-07-22,1538.85,81.15,18.96
2018-07-23,1520.85,81.69,18.62
2018-07-24,1504.96,77.38,19.45
2018-07-25,1487.88,77.34,19.24
2018-07-26,1485.53,80.86,18.37
2018-07-27,1495.53,83.32,17.95
2018-07-28,1477.06,82.48,17.91
2018-07-29,1474.86,82.15,17.95
2018-07-30,1480.3,82.72,17.9
2018-07-31,1483.19,81.37,18.23
2018-08-01,1531.48,81.96,18.69
2018-08-02,1540.28,83.17,18.52
2018-08-03,1534.63,84.33,18.2
2018-08-04,1525.15,83.5,18.27
2018-08-05,1525.65,80.63,18.92
2018-08-06,1505.68,80.91,18.61
2018-08-07,1528.84,79.52,19.23
2018-08-08,1507.99,82.56,18.27
2018-08-09,1499.43,82.72,18.13
2018-08-10,1512.5,80.78,18.72
2018-08-11,1534.74,81.17,18.91
2018-08-12,1537.39,81.05,18.97
2018-08-13,1530.26,80.86,18.92
2018-08-14,1508.7,80.2,18.81
2018-08-15,1501.2,77.6,19.35
2018-08-16,1483.67,76.53,19.39
2018-08-17,1486.65,74.41,19.98
2018-08-18,1487.41,73.3,20.29
2018-08-19,1463.42,73.97,19.78
2018-08-20,1462.34,74.08,19.74
2018-08-21,1463.44,70.92,20.64
2018-08-22,1456.13,73.17,19.9
2018-08-23,1457.59,73.79,19.75
2018-08-24,1461.04,75.46,19.36
2018-08-25,1472.44,71.34,20.64
2018-08-26,1491.22,70.22,21.24
2018-08-27,1500.05,67.8,22.12
2018-08-28,1518.24,65.91,23.04
2018-08-29,1495.17,67.33,22.21
2018-08-30,1518.09,68.19,22.26
2018-08-31,1519.87,69.78,21.78
2018-09-01,1507.91,69.26,21.77
2018-09-02,1554.43,68.25,22.78
2018-09-03,1558.24,67.45,23.1
2018-09-04,1554.26,66.56,23.35
2018-09-05,1547.78,69.47,22.28
2018-09-06,1526.19,69.05,22.1
2018-09-07,1538.44,69.53,22.13
2018-09-08,1513.03,69.74,21.7
2018-09-09,1504.61,66.58,22.6
2018-09-10,1495.62,64.06,23.35
2018-09-11,1513.94,57.59,26.29
2018-09-12,1519.67,57.31,26.52
2018-09-13,1529.45,58.18,26.29
2018-09-14,1539.69,57.56,26.75
2018-09-15,1524.32,58.2,26.19
2018-09-16,1521.86,57.79,26.33
2018-09-17,1517.49,56.85,26.69
2018-09-18,1498.67,58.59,25.58
2018-09-19,1481.25,61.27,24.18
2018-09-20,1486.78,64.44,23.07
2018-09-21,1483.42,65.73,22.57
2018-09-22,1463.87,66.84,21.9
2018-09-23,1468.38,66.48,22.09
2018-09-24,1463.63,65.95,22.19
2018-09-25,1456.39,63.5,22.94
2018-09-26,1453.72,54.24,26.8
2018-09-27,1482.91,59.75,24.82
2018-09-28,1476.39,62.57,23.6
2018-09-29,1471.25,61.56,23.9
2018-09-30,1470.93,59.96,24.53
2018-10-01,1495.05,57.7,25.91
2018-10-02,1511.37,50.68,29.82
2018-10-03,1518.36,47.39,32.04
2018-10-04,1519.5,46.99,32.34
2018-10-05,1513.01,49.57,30.52
2018-10-06,1520.7,52.05,29.22
2018-10-07,1512.74,52.2,28.98
2018-10-08,1496.02,51.26,29.18
2018-10-09,1496.4,50.38,29.7
2018-10-10,1498.02,54.07,27.71
2018-10-11,1489.73,57.05,26.11
2018-10-12,1505.94,54.66,27.55
2018-10-13,1506.78,55.03,27.38
2018-10-14,1529.89,52.96,28.89
2018-10-15,1537.99,51.48,29.88
2018-10-16,1551.41,50.36,30.81
2018-10-17,1552.29,52.02,29.84
2018-10-18,1537.5,53.0,29.01
2018-10-19,1544.9,49.3,31.34
2018-10-20,1567.97,49.46,31.7
2018-10-21,1588.77,49.87,31.86
2018-10-22,1583.6,49.75,31.83
2018-10-23,1577.06,51.2,30.8
2018-10-24,1586.87,53.07,29.9
2018-10-25,1582.28,50.31,31.45
2018-10-26,1569.1,51.4,30.53
2018-10-27,1572.0,53.02,29.65
2018-10-28,1583.98,50.8,31.18
2018-10-29,1613.35,51.08,31.58
2018-10-30,1612.39,48.75,33.07
2018-10-31,1623.26,51.09,31.77
2018-11-01,1648.45,51.03,32.3
2018-11-02,1695.84,49.74,34.09
2018-11-03,1698.85,48.81,34.81
2018-11-04,1712.18,48.6,35.23
2018-11-05,1704.16,47.76,35.68
2018-11-06,1702.41,48.24,35.29
2018-11-07,1697.84,49.61,34.22
2018-11-08,1702.9,50.1,33.99
2018-11-09,1706.25,52.79,32.32
2018-11-10,1716.17,51.67,33.21
2018-11-11,1723.42,50.47,34.15
2018-11-12,1732.78,50.8,34.11
2018-11-13,1727.16,51.11,33.79
2018-11-14,1704.28,51.62,33.02
2018-11-15,1723.97,53.93,31.97
2018-11-16,1742.34,53.1,32.81
2018-11-17,1740.59,53.81,32.35
2018-11-18,1753.86,53.67,32.68
2018-11-19,1749.5,53.03,32.99
2018-11-20,1732.4,52.18,33.2
2018-11-21,1762.0,52.83,33.35
2018-11-22,1750.72,55.26,31.68
2018-11-23,1763.4,55.1,32.0
2018-11-24,1771.53,55.06,32.17
2018-11-25,1759.12,53.77,32.72
2018-11-26,1749.7,54.8,31.93
2018-11-27,1761.0,54.0,32.61
2018-11-28,1754.07,53.89,32.55
2018-11-29,1765.3,56.3,31.36
2018-11-30,1787.85,56.32,31.74
2018-12-01,1785.1,58.9,30.31
2018-12-02,1820.6,57.8,31.5
2018-12-03,1807.1,58.0,31.16
2018-12-04,1801.23,56.11,32.1
2018-12-05,1807.7,57.0,31.71
2018-12-06,1793.9,62.1,28.89
2018-12-07,1793.64,63.66,28.18
2018-12-08,1785.01,63.68,28.03
2018-12-09,1806.38,63.91,28.26
2018-12-10,1791.42,65.92,27.18
2018-12-11,1775.37,70.14,25.31
2018-12-12,1764.47,74.15,23.8
2018-12-13,1755.65,74.05,23.71
2018-12-14,1777.37,74.08,23.99
2018-12-15,1753.31,75.71,23.16
2018-12-16,1739.46,75.05,23.18
2018-12-17,1720.35,74.52,23.09
2018-12-18,1703.49,72.67,23.44
2018-12-19,1691.48,72.71,23.26
2018-12-20,1682.56,72.27,23.28
2018-12-21,1673.1,73.7,22.7
2018-12-22,1671.6,76.05,21.98
2018-12-23,1662.78,73.18,22.72
2018-12-24,1655.2,72.2,22.93
2018-12-25,1624.0,68.7,23.64
2018-12-26,1612.19,73.54,21.92
2018-12-27,1581.87,76.01,20.81
2018-12-28,1581.8,76.6,20.65
2018-12-29,1566.36,81.49,19.22
2018-12-30,1545.15,81.12,19.05
2018-12-31,1514.61,79.84,18.97
2019-01-01,1495.11,79.26,18.86
2019-01-02,1477.4,78.88,18.73
2019-01-03,1457.85,74.35,19.61
2019-01-04,1463.99,79.31,18.46
2019-01-05,1416.6,78.8,17.98
2019-01-06,1324.66,78.06,16.97
2019-01-07,1418.81,77.49,18.31
2019-01-08,1387.35,77.25,17.96
2019-01-09,1362.39,77.31,17.62
2019-01-10,1379.97,76.87,17.95
2019-01-11,1373.55,77.84,17.65
2019-01-12,1373.29,78.04,17.6
2019-01-13,1377.19,77.95,17.67
2019-01-14,1368.75,76.34,17.93
2019-01-15,1415.25,75.47,18.75
2019-01-16,1409.97,75.33,18.72
2019-01-17,1407.99,74.24,18.97
2019-01-18,1402.9,75.6,18.56
2019-01-19,1393.76,74.36,18.74
2019-01-20,1403.91,73.44,19.12
2019-01-21,1425.06,69.6,20.48
2019-01-22,1426.7,66.6,21.42
2019-01-23,1435.8,66.7,21.53
2019-01-24,1444.5,65.2,22.15
2019-01-25,1469.3,62.9,23.36
2019-01-26,1472.36,58.2,25.3
2019-01-27,1496.94,56.31,26.58
2019-01-28,1483.14,53.19,27.88
2019-01-29,1511.65,48.97,30.87
2019-01-30,1543.3,47.82,32.27
2019-01-31,1525.8,46.41,32.88
2019-02-01,1573.5,44.26,35.55
2019-02-02,1581.15,41.13,38.44
2019-02-03,1641.68,38.79,42.32
2019-02-04,1635.54,37.1,44.08
2019-02-05,1643.54,36.56,44.95
2019-02-06,1648.04,37.13,44.39
2019-02-07,1653.04,37.0,44.68
2019-02-08,1655.24,36.65,45.16
2019-02-09,1649.84,38.43,42.93
2019-02-10,1657.84,38.9,42.62
2019-02-11,1681.84,43.71,38.48
2019-02-12,1677.47,44.46,37.73
2019-02-13,1742.28,44.51,39.14
2019-02-14,1728.91,46.12,37.49
2019-02-15,1731.84,45.58,38.0
2019-02-16,1725.35,47.23,36.53
2019-02-17,1721.03,48.45,35.52
2019-02-18,1714.52,49.3,34.78
2019-02-19,1694.22,51.73,32.75
2019-02-20,1700.87,57.35,29.66
2019-02-21,1703.2,58.7,29.02
2019-02-22,1720.86,61.56,27.95
2019-02-23,1730.3,66.3,26.1
2019-02-24,1725.5,66.6,25.91
2019-02-25,1707.34,65.56,26.04
2019-02-26,1687.91,60.55,27.88
2019-02-27,1699.23,66.82,25.43
2019-02-28,1709.06,67.64,25.27
2019-03-01,1720.76,70.24,24.5
2019-03-02,1711.85,71.93,23.8
2019-03-03,1695.78,70.19,24.16
2019-03-04,1688.87,68.22,24.76
2019-03-05,1695.39,67.78,25.01
2019-03-06,1692.73,68.87,24.58
2019-03-07,1664.73,67.21,24.77
2019-03-08,1648.16,65.02,25.35
2019-03-09,1647.54,63.76,25.84
2019-03-10,1638.88,63.92,25.64
2019-03-11,1634.02,64.89,25.18
2019-03-12,1621.94,62.16,26.09
2019-03-13,1621.44,60.91,26.62
2019-03-14,1626.25,60.52,26.87
2019-03-15,1614.88,62.69,25.76
2019-03-18,1591.82,65.49,24.31
2019-03-19,1573.7,63.89,24.63
2019-03-20,1565.3,66.91,23.39
2019-03-21,1555.04,65.46,23.75
2019-03-22,1561.35,66.86,23.35
2019-03-25,1553.16,66.47,23.36
2019-03-26,1570.82,65.12,24.12
2019-03-28,1601.2,68.55,23.35
2019-04-01,1569.15,68.37,22.95
2019-04-02,1565.84,66.68,23.48
2019-04-03,1565.85,64.14,24.41
2019-04-04,1557.34,66.37,23.46
2019-04-08,1552.21,61.49,25.24
2019-04-09,1542.86,66.08,23.35
2019-04-11,1535.13,68.7,22.34
2019-04-12,1536.85,69.31,22.17
2019-04-15,1520.23,67.38,22.56
2019-04-16,1512.51,61.13,24.73
2019-04-17,1500.59,59.02,25.42
2019-04-18,1504.14,61.76,24.35
2019-04-19,1563.01,61.59,25.37
2019-04-22,1537.43,58.82,26.13
2019-04-25,1524.74,62.43,24.42
2019-04-26,1513.72,63.05,24.0
2019-04-28,1506.63,62.89,23.95
2019-04-29,1519.32,60.93,24.93
2019-05-05,1543.04,56.19,27.46
2019-05-06,1529.33,54.86,27.87
2019-05-07,1536.5,55.5,27.7
2019-05-09,1546.56,55.03,28.1
2019-05-10,1545.63,58.44,26.44
2019-05-13,1545.95,60.26,25.65
2019-05-17,1639.47,61.71,26.56
2019-05-21,1591.92,62.67,25.4
2019-05-22,1578.63,59.54,26.51
2019-05-24,1671.83,60.65,27.56
2019-06-21,1786.64,66.57,26.84
